지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,1929-01-01 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
108,1929-01-01 02:00,-8.2,,6,290,44,,,,,,,,,,,,,,,,,,,,
108,1929-01-01 03:00,,,,,,,,,,,,,,,,,,,,,,-3.4,-3.4,-1.1,-.7
108,1929-01-01 06:00,-9.4,,7.6,290,36,1.1,,1019.5,1022.7,,,,,0,,,,,,,-7,,,,
108,1929-01-01 09:00,,,,,,,,,,1,,,,,,,,,,,,-3.5,-3.5,-1.6,-.9
108,1929-01-01 10:00,-9.6,,5,320,39,,,,,1,,,,,,,,,,,,,,,
108,1929-01-01 11:00,,,,,,,,,,1,,,,,,,,,,,,,,,
108,1929-01-01 12:00,,,,,,,,,,1,,,,,,,,,,,,,,,
108,1929-01-01 13:00,,,,,,,,,,1,,,,,,,,,,,,,,,
108,1929-01-01 14:00,-6.9,,5.2,290,36,1.3,,1022.6,1025.8,1,,,,0,,,,,,,-3.1,,,,
108,1929-01-01 15:00,,,,,,,,,,1,,,,,,,,,,,,-4.7,-4.7,-1.9,-1.2
108,1929-01-01 16:00,,,,,,,,,,1,,,,,,,,,,,,,,,
108,1929-01-01 17:00,,,,,,,,,,.2,,,,,,,,,,,,,,,
108,1929-01-01 18:00,-9.1,,2.8,320,31,,,,,,,,,,,,,,,,,,,,
108,1929-01-01 22:00,-11.4,,0,0,29,.8,,1026.6,1029.9,,,,,0,,,,,,,-9,,,,
108,1929-01-02 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
108,1929-01-02 02:00,-13,,1.3,320,42,,,,,,,,,,,,,,,,,,,,
108,1929-01-02 03:00,,,,,,,,,,,,,,,,,,,,,,-6.1,-6.1,-2.9,-1.8
